course_id,course_name,course_description,product_family,category,difficulty,keywords,estimated_time_minutes,prerequisite_courses,related_courses,created_date,Link,
C212,Galaxy A 보안 & 편의: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,중,#멀티태스킹 #방수방진,44,,C183,2024-06-23,https://www.samsung.com/sec/tablets/all-tablets/,
C213,Galaxy Z 핵심 기능 이해: 실전 가이드,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 기초,하,#쉬운사용법 #인물사진,32,,"C199, C207, C209",2024-12-11,https://www.samsung.com/sec/watches/all-watches/,
C214,Galaxy Z 라인업 비교: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 기초,하,#디지털마케팅 #배터리 #트렌드,44,,"C184, C187",2024-04-23,https://www.samsung.com/sec/buds/all-buds/,
C215,Galaxy A 라인업 비교: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 기초,중,#OneUI #Z세대 #게이밍,31,,"C195, C205, C208",2024-06-16,https://www.samsung.com/sec/rings/all-rings/,
C216,Z세대 트렌드: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,입문 전략,중,#생성형편집 #플래그십,36,,,2023-06-13,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C217,Galaxy A 첫걸음: 실전 가이드,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 기초,하,#고객만족 #대화면 #소셜미디어 #앱최적화 #컴팩트디자인,46,,,2024-10-15,https://www.samsung.com/sec/smartphones/all-smartphones/,
C218,Galaxy Z 기초 다지기: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 기초,상,#크로스셀링 #클레임,31,"C037, C215",,2023-01-21,https://www.samsung.com/sec/tablets/all-tablets/,
C219,Galaxy Z 핵심 기능 이해: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 기초,하,#고객만족 #디지털마케팅 #쉬운사용법,26,,C217,2024-10-27,https://www.samsung.com/sec/watches/all-watches/,
C220,Galaxy S 핵심 기능 이해: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 기초,하,#대화면 #역사 #인물사진 #크로스셀링,45,"C077, C128","C203, C211",2023-03-19,https://www.samsung.com/sec/buds/all-buds/,
C221,Galaxy Z 핵심 기능 이해: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 기초,하,#Z세대 #브랜드 #비교분석 #역사 #플렉스윈도우,34,,"C208, C209, C210",2024-05-29,https://www.samsung.com/sec/rings/all-rings/,
C222,Galaxy Z 디스플레이 활용: 현장 적용 팁,"Galaxy Z의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy Z,제품 심화 기능,중,#S펜활용 #방수방진 #브랜드 #야간모드 #플래그십,53,"C200, C213",,2023-06-18,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C223,Galaxy S 보안 & 편의: 실전 가이드,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,중,#ProMode #인물사진 #클레임 #트렌드,28,,,2024-11-02,https://www.samsung.com/sec/smartphones/all-smartphones/,
C224,Galaxy A 시리즈 한눈에 보기: 사례 중심 학습,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 기초,중,#ProMode #VOC #멀티태스킹 #삼성페이,27,"C112, C171",,2024-04-05,https://www.samsung.com/sec/tablets/all-tablets/,
C225,Galaxy A 핵심 기능 이해,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 기초,하,#생산성 #소셜미디어 #야간모드 #인물사진 #트렌드,23,,C222,2024-09-28,https://www.samsung.com/sec/watches/all-watches/,
C226,Galaxy A 첫걸음: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 기초,중,#배터리 #비교분석,28,,"C200, C208",2023-03-28,https://www.samsung.com/sec/buds/all-buds/,
C227,클로징 멘트 실습,고객 유형별 페르소나를 기반으로 영업 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,영업 전략,중,#매장운영 #역사 #판매전략 #혁신,38,,C225,2023-06-21,https://www.samsung.com/sec/rings/all-rings/,
C228,Galaxy A 카메라 심화,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 심화 기능,하,#OneUI #생성형편집 #야간모드 #플렉스캠,47,C057,"C207, C209, C219",2023-11-28,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C229,Galaxy S 라인업 비교: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 기초,하,#VOC #서클투서치,30,"C044, C138",,2024-02-15,https://www.samsung.com/sec/smartphones/all-smartphones/,
C230,체험형 판매: 사례 중심 학습,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,입문 전략,하,#VOC #Z세대 #대화면 #클레임,40,,"C202, C217, C220",2024-11-13,https://www.samsung.com/sec/tablets/all-tablets/,
C231,Galaxy S 핵심 기능 이해: 현장 적용 팁,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 기초,하,#ProMode #보안 #폼팩터,40,,C207,2023-04-03,https://www.samsung.com/sec/watches/all-watches/,
C232,Galaxy A 카메라 심화: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,상,#디지털마케팅 #비교분석 #앱최적화,47,,"C203, C218",2023-09-14,https://www.samsung.com/sec/buds/all-buds/,
C233,Galaxy S 배터리 최적화: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 심화 기능,중,#보안 #카메라전문가 #클로징 #트렌드,34,,"C208, C220, C222",2023-07-24,https://www.samsung.com/sec/rings/all-rings/,
C234,리뷰 관리: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,고객 응대,상,#ExpertRAW #대화면 #비교분석 #트렌드,40,,,2023-07-10,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C235,Galaxy Z 배터리 최적화: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 심화 기능,상,#배터리 #앱최적화 #폴더블,31,C087,"C214, C221, C227",2024-12-09,https://www.samsung.com/sec/smartphones/all-smartphones/,
C236,Galaxy S Expert RAW 완벽 가이드: 실전 가이드,고객 유형별 페르소나를 기반으로 전문가 과정 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,전문가 과정,중,#게이밍 #컴팩트디자인,61,,"C216, C217, C228",2024-10-02,https://www.samsung.com/sec/tablets/all-tablets/,
C237,A/S 기본 상담: 사례 중심 학습,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,고객 응대,중,#게이밍 #매장운영 #업무효율 #플렉스윈도우,46,,"C212, C217, C235",2024-07-04,https://www.samsung.com/sec/watches/all-watches/,
C238,Galaxy Z 첫걸음: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 기초,하,#디지털마케팅 #인물사진 #크로스셀링 #클로징,32,,"C215, C229",2024-11-09,https://www.samsung.com/sec/buds/all-buds/,
C239,Galaxy Z 기초 다지기: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 기초,중,#브랜드 #삼성페이 #생산성,48,,"C236, C238",2024-10-29,https://www.samsung.com/sec/rings/all-rings/,
C240,Galaxy Z 고급 문제 해결: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,전문가 과정,상,#가성비 #디지털마케팅 #상담스킬,65,"C092, C195","C211, C225, C237",2023-05-20,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C241,Galaxy Z 라인업 비교: 사례 중심 학습,"Galaxy Z의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy Z,제품 기초,중,#Z세대 #보안 #삼성페이 #컴팩트디자인,27,,C238,2023-11-13,https://www.samsung.com/sec/smartphones/all-smartphones/,
C242,Galaxy S 생산성 극대화: AtoZ,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 심화 기능,상,#카메라전문가 #클레임 #플렉스윈도우,42,,,2023-08-17,https://www.samsung.com/sec/tablets/all-tablets/,
C243,Galaxy Z 핵심 기능 이해: 실전 가이드,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 기초,하,#AI카메라 #매장운영 #상담스킬,40,,"C224, C233, C235",2023-09-27,https://www.samsung.com/sec/watches/all-watches/,
C244,Galaxy S 카메라 심화: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 심화 기능,상,#가성비 #인물사진 #폼팩터 #플렉스윈도우,38,C168,"C215, C227, C236",2024-09-10,https://www.samsung.com/sec/buds/all-buds/,
C245,Galaxy Z 기초 다지기: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 기초,상,#ExpertRAW #방수방진 #역사 #폴더블,32,,,2024-04-02,https://www.samsung.com/sec/rings/all-rings/,
C246,시니어 맞춤 상담: 실전 가이드,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,입문 전략,하,#디지털마케팅 #멀티태스킹 #삼성페이 #야간모드,22,C041,C240,2023-10-31,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C247,Galaxy A Expert RAW 완벽 가이드: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,전문가 과정,상,#ExpertRAW #S펜활용 #보안 #크로스셀링,66,"C123, C208",C229,2023-05-01,https://www.samsung.com/sec/smartphones/all-smartphones/,
C248,Galaxy Z 첫걸음: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy Z,제품 기초,하,#ExpertRAW #가성비 #방수방진 #컴팩트디자인 #폴더블,30,,"C221, C226, C244",2023-01-09,https://www.samsung.com/sec/tablets/all-tablets/,
C249,Galaxy Z 보안 & 편의,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 심화 기능,중,#대화면 #삼성페이 #앱최적화 #크로스셀링 #폼팩터,59,,"C221, C223, C230",2023-07-02,https://www.samsung.com/sec/watches/all-watches/,
C250,Galaxy Z 디스플레이 활용: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 심화 기능,상,#브랜드 #비교분석 #폴더블 #폼팩터,39,"C043, C162",,2023-08-07,https://www.samsung.com/sec/buds/all-buds/,
C251,Galaxy S 핵심 기능 이해: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 기초,하,#방수방진 #역사 #혁신,38,"C076, C227",C240,2024-12-12,https://www.samsung.com/sec/rings/all-rings/,
C252,Galaxy Z 카메라 심화: AtoZ,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 심화 기능,중,#보안 #비교분석 #쉬운사용법,38,,"C224, C226, C231",2023-07-04,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C253,Galaxy A 디스플레이 활용: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 심화 기능,중,#OneUI #가성비 #디스플레이 #상담스킬 #플렉스윈도우,50,C052,"C233, C234, C235",2023-10-31,https://www.samsung.com/sec/smartphones/all-smartphones/,
C254,리뷰 관리: 현장 적용 팁,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,고객 응대,상,#Z세대 #게이밍 #폴더블,31,C191,,2023-06-13,https://www.samsung.com/sec/tablets/all-tablets/,
C255,Galaxy A 핵심 기능 이해: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,중,#고객만족 #보안 #카메라전문가 #판매전략,38,,,2023-05-22,https://www.samsung.com/sec/watches/all-watches/,
C256,Galaxy Z 기초 다지기: 사례 중심 학습,"Galaxy Z의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy Z,제품 기초,중,#대화면 #삼성페이 #생성형편집 #클로징,32,,"C238, C239, C249",2024-01-03,https://www.samsung.com/sec/buds/all-buds/,
C257,가치 설득 스토리텔링: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,하,#VOC #디스플레이 #쉬운사용법 #판매전략,58,,,2024-09-24,https://www.samsung.com/sec/rings/all-rings/,
C258,Galaxy S 시리즈 한눈에 보기: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 기초,하,#Z세대 #인물사진 #클로징 #혁신,39,"C142, C162",C235,2023-12-14,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C259,Galaxy A 배터리 최적화,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 심화 기능,중,#삼성페이 #업셀링,62,C175,"C247, C258",2024-04-16,https://www.samsung.com/sec/smartphones/all-smartphones/,
C260,가치 설득 스토리텔링,고객 유형별 페르소나를 기반으로 영업 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,영업 전략,중,#A시리즈 #생성형편집 #클로징,47,,"C230, C231",2024-03-11,https://www.samsung.com/sec/tablets/all-tablets/,
C261,Galaxy S 디스플레이 활용,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 심화 기능,중,#방수방진 #소셜미디어 #혁신,47,,,2023-05-12,https://www.samsung.com/sec/watches/all-watches/,
C262,Galaxy Z 배터리 최적화: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 심화 기능,중,#게이밍 #카메라전문가,52,,,2023-04-17,https://www.samsung.com/sec/buds/all-buds/,
C263,Galaxy A 시리즈 한눈에 보기,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 기초,중,#방수방진 #생산성 #클로징 #판매전략 #폼팩터,39,,,2024-05-30,https://www.samsung.com/sec/rings/all-rings/,
C264,Galaxy Z 배터리 최적화: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 심화 기능,중,#VOC #Z세대 #배터리 #역사,41,,C251,2023-09-17,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C265,Galaxy A 핵심 기능 이해: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 기초,하,#Z세대 #매장운영 #업무효율 #카메라전문가 #컴팩트디자인,38,C025,,2023-11-03,https://www.samsung.com/sec/smartphones/all-smartphones/,
C266,Galaxy S 핵심 기능 이해,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 기초,중,#비교분석 #앱최적화,20,C028,"C260, C262",2023-05-09,https://www.samsung.com/sec/tablets/all-tablets/,
C267,리뷰 관리: 실전 가이드,고객 유형별 페르소나를 기반으로 고객 응대 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,고객 응대,중,#가성비 #고객만족 #앱최적화 #야간모드 #폼팩터,32,C061,"C237, C238, C246",2023-07-06,https://www.samsung.com/sec/watches/all-watches/,
C268,클로징 멘트 실습: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,상,#삼성페이 #인물사진 #카메라전문가 #크로스셀링,44,,"C248, C249, C256",2024-04-10,https://www.samsung.com/sec/buds/all-buds/,
C269,가치 설득 스토리텔링: 사례 중심 학습,고객 유형별 페르소나를 기반으로 영업 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,영업 전략,상,#방수방진 #카메라전문가 #폼팩터,41,,,2023-07-29,https://www.samsung.com/sec/rings/all-rings/,
C270,Galaxy S Expert RAW 완벽 가이드: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,전문가 과정,상,#ProMode #인물사진 #트렌드 #폴더블 #플래그십,72,"C082, C174",,2023-10-18,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C271,온라인 전환: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,입문 전략,중,#서클투서치 #앱최적화 #컴팩트디자인,47,C175,,2024-07-04,https://www.samsung.com/sec/smartphones/all-smartphones/,
C272,Galaxy S 생산성 극대화: 실전 가이드,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 심화 기능,상,#A시리즈 #방수방진,58,,C250,2023-12-27,https://www.samsung.com/sec/tablets/all-tablets/,
C273,Galaxy A 보안 & 편의: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,중,#ProMode #상담스킬 #판매전략,49,,C267,2023-03-28,https://www.samsung.com/sec/watches/all-watches/,
C274,Galaxy A 프로 모드 마스터,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,전문가 과정,중,#대화면 #매장운영,40,,C249,2023-04-13,https://www.samsung.com/sec/buds/all-buds/,
C275,Galaxy S 기초 다지기,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 기초,하,#대화면 #야간모드 #역사 #컴팩트디자인 #폼팩터,37,,"C252, C259, C267",2023-09-07,https://www.samsung.com/sec/rings/all-rings/,
C276,Galaxy S 시리즈 한눈에 보기,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 기초,중,#디스플레이 #보안,39,"C008, C021",C265,2023-03-21,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C277,Galaxy Z 라인업 비교: 실전 가이드,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 기초,중,#인물사진 #플렉스윈도우,41,,,2024-09-05,https://www.samsung.com/sec/smartphones/all-smartphones/,
C278,Galaxy Z 기초 다지기: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 기초,중,#S펜활용 #배터리 #생성형편집 #앱최적화 #플래그십,32,,,2023-05-03,https://www.samsung.com/sec/tablets/all-tablets/,
C279,불만 응대 실전: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,고객 응대,중,#ExpertRAW #디지털마케팅 #업셀링,48,,C251,2023-12-14,https://www.samsung.com/sec/watches/all-watches/,
C280,CS 케이스 스터디: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,고객 응대,상,#S펜활용 #디지털마케팅 #앱최적화 #클로징 #폴더블,21,,"C250, C270, C278",2023-11-27,https://www.samsung.com/sec/buds/all-buds/,
C281,Galaxy A 보안 & 편의: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,상,#보안 #쉬운사용법 #인물사진,40,,"C252, C259",2024-08-09,https://www.samsung.com/sec/rings/all-rings/,
C282,Galaxy Z 디스플레이 활용: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 심화 기능,중,#Z세대 #고객만족 #대화면 #매장운영 #크로스셀링,32,,"C262, C263",2023-11-28,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C283,Galaxy A 시리즈 한눈에 보기: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 기초,하,#삼성페이 #판매전략,36,"C016, C065",C266,2023-02-27,https://www.samsung.com/sec/smartphones/all-smartphones/,
C284,Galaxy A 카메라 심화: 실전 가이드,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 심화 기능,하,#멀티태스킹 #쉬운사용법 #야간모드,37,"C234, C263",C283,2023-09-03,https://www.samsung.com/sec/tablets/all-tablets/,
C285,리뷰 관리: AtoZ,고객 유형별 페르소나를 기반으로 고객 응대 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,고객 응대,중,#업무효율 #인물사진,40,,,2023-10-22,https://www.samsung.com/sec/watches/all-watches/,
C286,Galaxy A 첫걸음: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 기초,하,#보안 #판매전략,28,,,2024-12-03,https://www.samsung.com/sec/buds/all-buds/,
C287,Galaxy A 고급 문제 해결: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,전문가 과정,중,#고객만족 #방수방진 #보안 #카메라전문가 #클레임,49,C196,,2023-09-12,https://www.samsung.com/sec/rings/all-rings/,
C288,Galaxy S 배터리 최적화: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,중,#OneUI #대화면 #생성형편집 #앱최적화,46,"C050, C164",C282,2023-11-06,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C289,가치 설득 스토리텔링: 현장 적용 팁,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,영업 전략,상,#VOC #고객만족 #생산성 #플렉스캠,37,,,2023-11-12,https://www.samsung.com/sec/smartphones/all-smartphones/,
C290,Galaxy S 생산성 극대화: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,중,#보안 #카메라전문가,39,,"C260, C271, C286",2023-11-19,https://www.samsung.com/sec/tablets/all-tablets/,
C291,Galaxy Z 기초 다지기: 현장 적용 팁,"Galaxy Z의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy Z,제품 기초,하,#AI카메라 #삼성페이 #상담스킬 #트렌드 #폴더블,37,,"C262, C288",2024-08-20,https://www.samsung.com/sec/watches/all-watches/,
C292,Galaxy A 라인업 비교: AtoZ,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 기초,하,#방수방진 #앱최적화 #카메라전문가,25,,C267,2024-11-24,https://www.samsung.com/sec/buds/all-buds/,
C293,Galaxy S 배터리 최적화: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,중,#ProMode #쉬운사용법 #혁신,42,C184,"C263, C287",2024-10-02,https://www.samsung.com/sec/rings/all-rings/,
C294,Galaxy A 핵심 기능 이해: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,하,#게이밍 #고객만족 #배터리,38,C057,"C278, C282",2023-08-18,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C295,리뷰 관리: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,고객 응대,상,#OneUI #게이밍 #클레임 #클로징 #폼팩터,33,,C288,2023-06-20,https://www.samsung.com/sec/smartphones/all-smartphones/,
C296,Galaxy Z 디스플레이 활용: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 심화 기능,중,#ProMode #인물사진,43,,C271,2023-11-14,https://www.samsung.com/sec/tablets/all-tablets/,
C297,Galaxy A 핵심 기능 이해: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,하,#OneUI #디지털마케팅 #카메라전문가 #클레임,32,,"C274, C277",2024-11-05,https://www.samsung.com/sec/watches/all-watches/,
C298,Galaxy Z 카메라 심화: 실전 가이드,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 심화 기능,상,#디지털마케팅 #플렉스캠,36,,"C272, C277",2023-12-15,https://www.samsung.com/sec/buds/all-buds/,
C299,Galaxy S 핵심 기능 이해: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 기초,하,#배터리 #혁신,29,,C272,2023-02-08,https://www.samsung.com/sec/rings/all-rings/,
